<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.08.10	08:00:00	124.385	124.519	124.367	124.486	11039	13033189000	9
2015.08.10	12:00:00	124.486	124.779	124.483	124.669	17125	23673384000	9
2015.08.10	16:00:00	124.669	124.717	124.491	124.561	20015	27225716000	9
2015.08.10	20:00:00	124.561	124.626	124.446	124.601	7476	7992569000	9
2015.08.11	00:00:00	124.607	124.650	124.516	124.601	8225	7576139000	9
2015.08.11	04:00:00	124.601	124.884	124.597	124.720	19708	19339845000	9
2015.08.11	08:00:00	124.721	125.069	124.690	124.798	22059	28449677000	9
2015.08.11	12:00:00	124.798	124.973	124.753	124.866	21169	29192087000	6
2015.08.11	16:00:00	124.866	125.203	124.716	125.126	27053	38671802000	4
2015.08.11	20:00:00	125.126	125.193	125.011	125.035	11008	13128728000	9
2015.08.12	00:00:00	125.096	125.153	125.032	125.097	9199	7992344000	9
2015.08.12	04:00:00	125.097	125.276	125.076	125.187	16843	17320672000	9
2015.08.12	08:00:00	125.187	125.221	124.309	124.638	28769	35270585000	9
2015.08.12	12:00:00	124.638	124.690	123.920	124.147	26097	36230334000	9
2015.08.12	16:00:00	124.147	124.263	123.788	123.956	30764	44562409000	9
2015.08.12	20:00:00	123.955	124.252	123.920	124.124	13423	16490301000	9
2015.08.13	00:00:00	124.184	124.321	124.138	124.311	8325	7400921000	9
2015.08.13	04:00:00	124.311	124.469	124.064	124.469	16028	14847669000	9
2015.08.13	08:00:00	124.470	124.588	124.380	124.565	17382	22441014000	9
2015.08.13	12:00:00	124.566	124.624	124.396	124.474	18453	26558722000	4
2015.08.13	16:00:00	124.474	124.562	124.251	124.408	24268	34719460000	9
2015.08.13	20:00:00	124.408	124.481	124.345	124.378	9575	11002874000	9
2015.08.14	00:00:00	124.396	124.442	124.361	124.393	7307	6472733000	9
2015.08.14	04:00:00	124.392	124.530	124.379	124.388	10277	10350672000	9
2015.08.14	08:00:00	124.388	124.423	124.205	124.280	15771	22603626000	9
