<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.02.09	20:00:00	1.44829	1.44872	1.44450	1.44710	22416	23761770000	11
2016.02.10	00:00:00	1.44683	1.44781	1.44557	1.44662	18575	16261469000	11
2016.02.10	04:00:00	1.44662	1.44763	1.44594	1.44711	16205	12295690000	11
2016.02.10	08:00:00	1.44711	1.45102	1.44397	1.44971	34122	33195795000	11
2016.02.10	12:00:00	1.44971	1.45778	1.44830	1.45132	44825	51419097000	11
2016.02.10	16:00:00	1.45133	1.45159	1.44478	1.44807	52811	57956567000	11
2016.02.10	20:00:00	1.44807	1.45460	1.44804	1.45187	22179	24677631000	11
2016.02.11	00:00:00	1.45207	1.45632	1.45132	1.45445	23072	22174486000	0
2016.02.11	04:00:00	1.45445	1.45517	1.45249	1.45293	19209	17846650000	11
2016.02.11	08:00:00	1.45291	1.45455	1.43955	1.44610	43961	39946767000	11
2016.02.11	12:00:00	1.44607	1.44698	1.43823	1.44211	52355	53416196000	11
2016.02.11	16:00:00	1.44207	1.44783	1.44159	1.44556	49458	52020500000	11
2016.02.11	20:00:00	1.44555	1.44846	1.44466	1.44751	28070	25997199000	11
2016.02.12	00:00:00	1.44728	1.44871	1.44613	1.44656	22665	19238312000	11
2016.02.12	04:00:00	1.44657	1.44749	1.44582	1.44602	21711	18587180000	11
2016.02.12	08:00:00	1.44602	1.45498	1.44594	1.45427	40942	37158239000	11
2016.02.12	12:00:00	1.45427	1.45696	1.44765	1.44827	43144	43714442000	11
2016.02.12	16:00:00	1.44827	1.44949	1.44425	1.44732	41245	39845418000	11
2016.02.12	20:00:00	1.44731	1.45210	1.44711	1.44921	18795	19769190000	11
2016.02.15	00:00:00	1.44888	1.45191	1.44689	1.45130	22844	20257277000	0
2016.02.15	04:00:00	1.45130	1.45332	1.45054	1.45301	19974	16693275000	11
2016.02.15	08:00:00	1.45301	1.45349	1.44631	1.44725	35945	32684942000	11
2016.02.15	12:00:00	1.44725	1.44996	1.44563	1.44682	32083	37970268000	11
2016.02.15	16:00:00	1.44684	1.44827	1.44126	1.44404	30792	31981698000	11
2016.02.15	20:00:00	1.44406	1.44447	1.44264	1.44297	13396	13123136000	11
2016.02.16	00:00:00	1.44276	1.44571	1.44276	1.44538	16504	13495787000	11
2016.02.16	04:00:00	1.44539	1.44557	1.44176	1.44223	15449	10963620000	11
2016.02.16	08:00:00	1.44224	1.45154	1.44046	1.44554	36438	32094354000	11
2016.02.16	12:00:00	1.44554	1.44689	1.43345	1.43455	39846	43716966000	11
2016.02.16	16:00:00	1.43456	1.43580	1.42753	1.43025	37113	45020890000	11
2016.02.16	20:00:00	1.43032	1.43070	1.42824	1.43018	13710	16121229000	11
2016.02.17	00:00:00	1.42975	1.43074	1.42868	1.42973	16455	12125136000	0
2016.02.17	04:00:00	1.42973	1.43047	1.42889	1.42983	17708	12744385000	11
2016.02.17	08:00:00	1.42988	1.43171	1.42439	1.43101	37380	32414621000	11
2016.02.17	12:00:00	1.43101	1.43386	1.42792	1.42875	37587	45262576000	11
2016.02.17	16:00:00	1.42875	1.43369	1.42348	1.43113	41763	46531930000	11
2016.02.17	20:00:00	1.43113	1.43141	1.42707	1.42891	22527	23545454000	11
2016.02.18	00:00:00	1.42862	1.42970	1.42721	1.42917	17080	13135356000	0
2016.02.18	04:00:00	1.42918	1.43118	1.42888	1.42992	15605	12122596000	11
2016.02.18	08:00:00	1.42993	1.43225	1.42561	1.42971	38166	37266822000	11
2016.02.18	12:00:00	1.42967	1.43939	1.42952	1.43765	46846	63839327000	11
2016.02.18	16:00:00	1.43767	1.43814	1.43133	1.43384	42597	46793896000	11
2016.02.18	20:00:00	1.43384	1.43444	1.43139	1.43322	18757	19423748000	11
2016.02.19	00:00:00	1.43349	1.43457	1.43130	1.43137	15040	12149120000	11
2016.02.19	04:00:00	1.43132	1.43369	1.43128	1.43319	16323	12916040000	11
2016.02.19	08:00:00	1.43319	1.43383	1.42672	1.42911	34317	29846313000	0
2016.02.19	12:00:00	1.42910	1.43204	1.42464	1.42778	38633	38729033000	11
2016.02.19	16:00:00	1.42776	1.43712	1.42494	1.43516	43070	40807993000	11
2016.02.19	20:00:00	1.43516	1.44075	1.43434	1.44026	21607	21161755000	11
2016.02.22	00:00:00	1.42607	1.43059	1.42574	1.42751	25381	17793458000	0
2016.02.22	04:00:00	1.42752	1.42892	1.42710	1.42841	19380	16914562000	11
2016.02.22	08:00:00	1.42841	1.42888	1.41503	1.41766	42791	38320213000	11
2016.02.22	12:00:00	1.41766	1.41786	1.40569	1.40710	45951	47987042000	11
2016.02.22	16:00:00	1.40710	1.41676	1.40699	1.41644	40207	42318033000	11
2016.02.22	20:00:00	1.41642	1.41642	1.41387	1.41489	18294	17112270000	11
2016.02.23	00:00:00	1.41473	1.41557	1.41343	1.41388	18867	15250266000	0
2016.02.23	04:00:00	1.41388	1.41433	1.41064	1.41212	18586	16045860000	11
2016.02.23	08:00:00	1.41212	1.41528	1.40900	1.41196	37427	34171663000	11
2016.02.23	12:00:00	1.41196	1.41312	1.40829	1.41037	43035	41586202000	11
2016.02.23	16:00:00	1.41037	1.41215	1.40153	1.40273	41394	47065340000	11
2016.02.23	20:00:00	1.40272	1.40335	1.40071	1.40191	20407	19449353000	11
2016.02.24	00:00:00	1.40172	1.40269	1.39843	1.39844	18090	15240388000	11
2016.02.24	04:00:00	1.39844	1.39872	1.39637	1.39766	18460	14388580000	11
2016.02.24	08:00:00	1.39767	1.40166	1.39127	1.39367	39281	40907676000	11
2016.02.24	12:00:00	1.39366	1.39420	1.38779	1.39372	46275	54049590000	11
